万科城M区 御水湾大别墅 豪华装修，位置安静，南北通透,7室4厅,246.43平米,"				高层/1层
		
",东南,2008年建,坂田二手房,万科城M区 (万科城四期M区),"
          "
缔馨园 朝南一房，户型方正，看房方便,1室1厅,42.26平米,"				中层/18层
		
",南,1997年建,石厦二手房,缔馨园,"
          "
特丰楼 3号线地铁物业，三房，郊区白菜价格！,3室2厅,113.74平米,"				高层/8层
		
",东,1996年建,龙岗中心城二手房,特丰楼 (特丰综合楼),"
          "
和通花园 精装修  三房 住家安静舒适,3室2厅,85.75平米,"				高层/7层
		
",东北,1992年建,布吉大芬二手房,和通花园,"
          "
万科公园里二期 万科朝南精装大四房，楼层好，诚意出售,4室2厅,145.2平米,"				高层/31层
		
",南,2012年建,布吉南岭二手房,"万科公园里二期 (公园里二期,公园里花园二期)","
          "
逸湖居 深中未用 看房方便 普通装修 5室2厅1厨2卫,5室2厅,151.68平米,"				高层/23层
		
",西,2001年建,翠竹二手房,逸湖居,"
          "
翠薇园住宅楼 精装三房二厅 赠送面积大,3室2厅,58.5平米,"				低层/7层
		
",东南,1989年建,蛇口二手房,翠薇园住宅楼,"
          "
南海玫瑰园二期 南海玫瑰园二期 高实用率 户型通透 看海景,3室2厅,127.81平米,"				高层/18层
		
",南,2005年建,蛇口二手房,"南海玫瑰园二期 (南海玫瑰花园二期,玫瑰花园二期)","
          "
富通城一期 住家大二房税少诚心卖很好的户型实用率高,2室2厅,73.06平米,"				高层/6层
		
",东,2006年建,碧海二手房,"富通城一期 (缤纷世界花园,碧海富通城)","
          "
新华社宿舍楼 楼梯房使用率超高，户型方正。配套成熟。,3室2厅,109.69平米,"				高层/7层
		
",东,1992年建,翠竹二手房,新华社宿舍楼,"
          "
富通城五期碧海公馆 满五年  豪华装修大五房 带大平台花园 赠送率超高,5室2厅,131.78平米,"				低层/17层
		
",西北,2009年建,碧海二手房,富通城五期碧海公馆 (碧海富通城),"
          "
前海东岸 花园式高端小区 大阳台视野无遮挡 采光好 送入户,3室2厅,88.5平米,"				低层/38层
		
",南,2016年建,南头二手房,前海东岸,"
          "
荔雅居  登良路上 来福士旁 安静 花园小区 居家不二之选,2室2厅,74.16平米,"				中层/11层
		
",北,2002年建,南油二手房,荔雅居,"
          "
皇御苑一期 南北通 奢阔 7房 诚心放售 ,7室2厅,159.51平米,"				高层/35层
		
",东南,2000年建,皇岗二手房,皇御苑一期 (皇御苑A区),"
          "
西海湾花园 海岸城附近花园大社区精装四房,4室2厅,137.38平米,"				低层/18层
		
",南,2002年建,后海二手房,西海湾花园,"
          "
中粮世家 央企大品牌 价格美丽,5室2厅,62.53平米,"				中层/32层
		
",南,2013年建,坪山二手房,中粮世家 (中粮一品澜山花园),"
          "
碧湖花园(罗湖) 洪湖公园旁安静带洪湖桂园中学,2室2厅,91.44平米,"				低层/35层
		
",东,1995年建,洪湖二手房,碧湖花园(罗湖),"
          "
天泽花园 花园小区绿化比高一房一厅精装朝南中层,1室2厅,50平米,"				低层/13层
		
",西南,1999年建,皇岗二手房,天泽花园,"
          "
东方半岛花园 电梯2房，中间楼层，看花园，业主急房,2室2厅,70.96平米,"				中层/12层
		
",南,1998年建,布吉大芬二手房,东方半岛花园,"
          "
远洋新干线一期二期 近地铁次新小区+通燃气有阳台+实用俩房+月租抵月供,2室1厅,46.84平米,"				高层/32层
		
",南,2012年建,龙岗中心城二手房,远洋新干线一期二期,"
          "
世界花园海华居 华侨城欢乐谷，万科物业，车位充足，诚心出售随时看房,4室2厅,146.43平米,"				低层/23层
		
",东北,1996年建,华侨城二手房,世界花园海华居 (海华居),"
          "
东方明珠城 精装三房     诚心出售 ,2室2厅,70.94平米,"				中层/32层
		
",西南,2007年建,龙岗中心城二手房,东方明珠城 (榭丽花园三期),"
          "
鸿威de森林 144平大5房 南北通高层 豪华装修 看房方便急售,5室2厅,144.28平米,"				高层/31层
		
",南,2014年建,龙岗中心城二手房,鸿威de森林 (鸿威鸿景华庭),"
          "
水晶之城一期 地鉄口 精致装修 三房两卫 满五唯/一 大社区,3室2厅,98平米,"				中层/6层
		
",西南,2001年建,横岗二手房,水晶之城一期 (水晶之城),"
          "
桐景花园 莲南成熟生活社区 配套完善 交通便利 ,3室2厅,99.6平米,"				低层/29层
		
",南,2002年建,莲塘二手房,桐景花园,"
          "
鸿翔花园 不限购不限贷实用温馨小户 适合单身白领选择,1室0厅,44.59平米,"				中层/28层
		
",南,2005年建,地王二手房,鸿翔花园,"
          "
万科第五园八期 精装三房 厅出阳台 位置安静,3室2厅,79.34平米,"				低层/20层
		
",东北,2009年建,坂田二手房,万科第五园八期 (第五园八期),"
          "
铂金时代 急售，急售，急售，价格实惠，08年新小区，一房一厅,1室1厅,35.43平米,"				中层/31层
		
",东,2004年建,罗湖口岸二手房,铂金时代 (铂金时代公寓),"
          "
粤宝花园一期 红本在手，看房方便 ，业主自己在住保养好,3室2厅,70平米,"				高层/8层
		
",南,1984年建,布吉街二手房,粤宝花园一期 (粤宝花园),"
          "
睿智华庭 大运新城地biao对面，带10米大阳台业主诚意出售,5室2厅,140.67平米,"				中层/31层
		
",南,2012年建,大运新城二手房,睿智华庭,"
          "
帝港海湾豪园 高层南向，住家安静，看房方便,2室2厅,61.12平米,"				高层/27层
		
",南,1997年建,保税区二手房,帝港海湾豪园,"
          "
苹果园 一房一厅精装修，朝向南，看房有钥匙，楼层好,2室2厅,76.84平米,"				高层/17层
		
",东,2004年建,深圳北二手房,苹果园,"
          "
京光海景花园 126.06平的4房，业主诚心放卖,4室2厅,126.06平米,"				高层/32层
		
",南,1995年建,"
          "
金城华庭 精装修两房 客厅出阳台,2室2厅,64.13平米,"				高层/24层
		
",南,2003年建,螺岭二手房,金城华庭,"
          "
前海寓见 精装电梯朝南复试三房 户型方正实用 房子装修很好,3室2厅,38平米,"				低层/8层
		
",南北,1993年建,曦城二手房,前海寓见 (恒丰工业城),"
          "
港岛银座 港岛银座 两房两厅 户型方正 装修漂亮,2室2厅,103.31平米,"				高层/33层
		
",南,2006年建,地王二手房,港岛银座 (港岛银座大厦),"
          "
万科清林径 万科清林径三期 赠送30平米 格局好 价格美丽,3室2厅,87.49平米,"				高层/32层
		
",南,2008年建,龙岗中心城二手房,"万科清林径 (千林山居三期,千林山居)","
          "
光明1号 1号超级笋盘，满两年，业主诚心出售,3室2厅,79.5平米,"				低层/33层
		
",西南,2017年建,公明二手房,光明1号 (盛迪嘉光明壹号花园),"
          "
怡景别墅 罗湖豪宅 怡景别墅 身份的象征 交通方便 住家舒适,18室6厅,521.5平米,"			共1层
		
",南,1987年建,黄贝岭二手房,怡景别墅 (怡景花园),"
          "
阳光带海滨城一期 科技园科苑 大三房一手业主,3室2厅,138.71平米,"				中层/29层
		
",南,2002年建,科技园二手房,阳光带海滨城一期 (深圳湾锦缎之滨),"
          "
佳兆业前海广场 小南山脚下品牌社区 精装5房 景观迷人视野开阔靠山,5室2厅,110.3平米,"				高层/32层
		
",南,2014年建,前海二手房,佳兆业前海广场 (山海美域花园),"
          "
运河蓝湾家园 地鉄口次新房 站在阳台看公园 有靠山的房子就是好,2室2厅,79.4平米,"				低层/17层
		
",南,2013年建,龙岗双龙二手房,运河蓝湾家园,"
          "
万科四季花城三期 顶楼大复式带天台洋房 ，阔气奢华，位置安静，景观好,6室2厅,158.4平米,"				高层/3层
		
",南,2001年建,坂田二手房,万科四季花城三期 (四季花城三期),"
          "
星海名城五期 好房好配套星海名城5期朝南,2室1厅,40.13平米,"				高层/32层
		
",南,2006年建,前海二手房,星海名城五期 (第五公社),"
          "
缔梦园 285万可以卖 价格便宜 就这么一套,1室1厅,40.25平米,"				低层/16层
		
",北,1999年建,景田二手房,缔梦园,"
          "
桃源居十四区 安静小区电梯大三房 ,3室2厅,102.47平米,"				低层/9层
		
",南,1999年建,桃源居二手房,桃源居十四区 (桃源居14区),"
          "
海悦华城 福田双口岸 地铁物业 高层 朝南景观好,3室2厅,89平米,"				高层/35层
		
",西南,2000年建,皇岗二手房,海悦华城 (裕亨花园),"
          "
中城康桥花园二期 东南向 精装修三房  住家十分舒适,3室2厅,83.23平米,"				中层/18层
		
",东南,2002年建,丹竹头二手房,中城康桥花园二期 (康桥花园二期),"
          "
半岛城邦三期 南北通4房，少有的户型，朝南看海景。,4室2厅,140.6平米,"				低层/45层
		
",西南,2016年建,蛇口二手房,半岛城邦三期 (半岛城邦花园三期),"
          "
东海岸二期 5室2厅1厨2卫 165.0m² 精致装修,5室2厅,165平米,"				中层/9层
		
",南,2006年建,梅沙二手房,"东海岸二期 (万科东海岸二期,万科东海岸社区第二期)","
          "
宝能悦澜山 精装修  住家舒适 看房方便,4室2厅,89平米,"				低层/29层
		
",南,2014年建,龙岗中心城二手房,宝能悦澜山 (悦澜山花园),"
          "
龙园苑 住家安静，单价低，诚心出售。,2室2厅,72.48平米,"				高层/12层
		
",西,2000年建,黄贝岭二手房,龙园苑,"
          "
半岛城邦三期 前排海景2房2厅1卫三面观海满2年税费少,2室2厅,84.6平米,"				低层/45层
		
",南,2016年建,蛇口二手房,半岛城邦三期 (半岛城邦花园三期),"
          "
富通城三期 11号线地铁站，近精装修大三房,3室1厅,65.84平米,"				低层/26层
		
",东北,2007年建,碧海二手房,"富通城三期 (生活立方,碧海富通城)","
          "
皇达东方雅苑 精装修，大两房，大阳台，户型方正，双地铁，车位充足,2室2厅,77.62平米,"				低层/31层
		
",南,2002年建,石厦二手房,皇达东方雅苑,"
          "
鸿基花园 精装三房，诚意出售。,3室2厅,102平米,"				低层/7层
		
",南,1998年建,龙岗中心城二手房,"鸿基花园 (鸿基花园一期,龙岗鸿基花园)","
          "
布吉阳光花园 电梯大两房，满五年家庭只一套，红本在手过户快,2室2厅,74.68平米,"				高层/32层
		
",北,2001年建,布吉街二手房,"布吉阳光花园 (祺峰华庭,阳光花园)","
          "
半岛城邦一期 东南看海景 客厅主卧双阳台 满5年 业主诚心卖,3室2厅,146.76平米,"				低层/27层
		
",南,2006年建,蛇口二手房,半岛城邦一期 (半岛城邦花园一期),"
          "
龙园印象名苑 住家装修 3房 朝东看龙园公园,3室2厅,73.38平米,"				中层/15层
		
",东,2007年建,龙岗双龙二手房,龙园印象名苑 (劲嘉龙园印象名苑),"
          "
东海花园二期 安静看花园163.79平 朝南向 带阳台精致装修,3室2厅,163.79平米,"				中层/31层
		
",西南,2000年建,香蜜湖二手房,东海花园二期 (东海花园福禄居),"
          "
罗湖金岸 精装修，二房二厅，南向,2室2厅,62.1平米,"				中层/33层
		
",南,2001年建,人民南二手房,罗湖金岸,"
          "
万象天成 低楼层 通风采光好  业主诚心出售,1室1厅,40.77平米,"				低层/21层
		
",北,2009年建,龙岗中心城二手房,万象天成 (盛龙花园),"
          "
嘉葆润金座 精装大四房，此价同户型找不出第二套 诚心出售,3室2厅,81.27平米,"				低层/32层
		
",北,2012年建,新洲二手房,嘉葆润金座 (嘉葆润金座家园),"
          "
承翰半山海墅 半山海精装一房楼层高看花园美景,1室1厅,37平米,"				高层/12层
		
",南,2015年建,大鹏二手房,承翰半山海墅 (半山海花园),"
          "
金地梅陇镇 业主全新装修 红木地板 高层朝花园看泳池 红山商圈,3室2厅,112.73平米,"				高层/33层
		
",南北,2005年建,深圳北二手房,金地梅陇镇 (金地梅陇镇花园),"
          "
中央悦城花园 买一送一复试房双套间满五年唯-一价格可大谈,5室2厅,206.15平米,"				中层/28层
		
",南,2007年建,龙岗中心城二手房,"中央悦城花园 (悦城花园三期,悦城花园)","
          "
金地名峰 马峦山脚下14号线地铁 精装复式4房,4室2厅,88.12平米,"				中层/30层
		
",南,2013年建,龙岗宝荷二手房,金地名峰,"
          "
阳光天健城 大运区外国语学校旁边，业主诚心出售.,4室2厅,143.81平米,"				高层/26层
		
",东南,2010年建,大运新城二手房,阳光天健城 (阳光盛荟),"
          "
